SVID,Name_E,Name_G,TCode,DCode,VCode,MDDS_Code
10000594,NAGLA SALEHI,NAGLA SALEHI,0075,18,19214,126437
10000595,--,--,0075,18,19214,126437
10000596,HANNU KHAIDA,HANNU KHAIDA,0077,18,19525,126750
10000597,NAGLA NIHAL,NAGLA NIHAL,0077,18,19525,126750
10000598,MAGRORA,MAGRORA,0077,18,19525,126750
10000599,NAGLA KUAA,NAGLA KUAA,0077,18,19525,126750
10000600,BAGIYA,BAGIYA,0077,18,19525,126750
10000601,MARHARI,MARHARI,0077,18,19525,126750
10000602,GOSALPUR,GOSALPUR,0077,18,19525,126750
10000603,GANESHPUR,GANESHPUR,0077,18,19525,126750
10000604,BHOJPUR,BHOJPUR,0077,18,19525,126750
10000605,NAGLA KAKAN,NAGLA KAKAN,0077,18,19525,126750
10000606,DADI,DADI,0077,18,19525,126750
10000607,BAREAIJ,BAREAIJ,0077,18,19525,126750
10000608,SIMRAYEE,SIMRAYEE,0077,18,19525,126750
10000609,DEVGANJ,DEVGANJ,0077,18,19525,126750
10000610,SASTRI NAGAR,SASTRI NAGAR,0077,18,19525,126750
10000611,NAGLA NINKU,NAGLA NINKU,0077,18,19525,126750
10000612,ENNEKHAIDA,ENNEKHAIDA,0077,18,19525,126750
10000613,BRAJPUR,BRAJPUR,0077,18,19525,126750
10000614,NAGLA BALU,NAGLA BALU,0077,18,19525,126750
10000615,PATHARIYA,PATHARIYA,0077,18,19525,126750
10000616,KABIR GANJ,KABIR GANJ,0077,18,19525,126750
10000617,MOHD. SHAHEED,MOHD. SHAHEED,0077,18,19525,126750
10000618,FAJIL GANJ,FAJIL GANJ,0077,18,19525,126750
10000619,PRAIM CHIRAYEA,PRAIM CHIRAYEA,0077,18,19525,126750
10000620,RASULABAD,RASULABAD,0077,18,19525,126750
10000621,JAGAT NAGAR,JAGAT NAGAR,0077,18,19525,126750
10000622,MISRANA,MISRANA,0077,18,19525,126750
10000623,LADAFAN,LADAFAN,0077,18,19525,126750
10000624,GIHAR COLONY CHOTY,GIHAR COLONY CHOTY,0077,18,19525,126750
10000625,GIHAR COLONY BADI,GIHAR COLONY BADI,0077,18,19525,126750
10000626,BHEM NAGAR,BHEM NAGAR,0077,18,19525,126750
10000627,MOHALA CHOUDHARY,,0077,18,19525,126750
10000628,MO. HATIYAPUR,,0077,18,19525,126750
10000629,KARIYA NEEM,,0077,18,19525,126750
10000630,MO. GADDA,,0077,18,19525,126750
10000631,NAYE BASTI,,0077,18,19525,126750
10000632,UPAR TILLA,,0077,18,19525,126750
10000633,MO. MRADHA,,0077,18,19525,126750
10000634,BADA BAGAR,,0077,18,19525,126750
10000635,MO.JOHARI,,0077,18,19525,126750
10000636,MO SINDI,,0077,18,19525,126750
10000637,PURHOTANA,,0077,18,19525,126750
10000638,ASHRAT,,0077,18,19525,126750
10000639,BAKALAN,,0077,18,19525,126750
10000640,Nagwa urf Nawpura,Nagwa urf Nawpura,0290,65,98574,205515
10000641,Sabajkule,Sabajkule,0290,65,98574,205515
10000642,Husanpur,Husanpur,0290,65,98574,205515
10000643,Gouspur,Gouspur,0290,65,99146,206087
10000644,Ahmadpatte,Ahmadpatte,0290,65,99146,206087
10000645,Sahapur,Sahapur,0290,65,99146,206087
10000646,Mamraj,Mamraj,0290,65,99146,206087
10000647,Dilayalpur,Dilayalpur,0290,65,99146,206087
10000648,Meranpur,Meranpur,0290,65,98574,205515
10000649,Ganeshpur,Ganeshpur,0290,65,98574,205515
10000650,Balanagar,Balanagar,0290,65,98574,205515
10000651,Kamalpur Lode,Kamalpur Lode,0290,65,98574,205515
10000652,Nonhara,Nonhara,0290,65,98574,205515
10000653,Bartar,Bartar,0290,65,98574,205515
10000654,Chak Asdulla,Chak Asdulla,0290,65,98574,205515
10000655,Chak Badlu,Chak Badlu,0290,65,98574,205515
10000656,Bal Pathar,Bal Pathar,0290,65,98574,205515
10000657,Khalelpur,Khalelpur,0290,65,98574,205515
10000658,Rasulpur,Rasulpur,0290,65,98574,205515
10000659,Sonbarsha,Sonbarsha,0290,65,98574,205515
10000660,Saidachak,Saidachak,0290,65,98574,205515
10000661,Rasulpur Ahmad,Rasulpur Ahmad,0290,65,98574,205515
10000662,Sawna,Sawna,0290,65,98574,205515
10000663,Habbspur,Habbspur,0290,65,98574,205515
10000664,Balua,Balua,0290,65,98574,205515
10000665,Goura,Goura,0290,65,98574,205515
10000666,Gathea,Gathea,0290,65,98574,205515
10000667,Gathea Rajapur,Gathea Rajapur,0290,65,98574,205515
10000668,Barian,Barian,0290,65,98574,205515
10000669,Baramdaspur,Baramdaspur,0290,65,98574,205515
10000670,Paranpura,Paranpura,0290,65,98574,205515
10000671,Chunganepur,Chunganepur,0290,65,98574,205515
10000672,Echole,Echole,0290,65,98574,205515
10000673,Chakdelar Himmat,Chakdelar Himmat,0290,65,98574,205515
10000674,Kothiya Visunpura,Kothiya Visunpura,0290,65,98574,205515
10000675,Hussepur,Hussepur,0290,65,98574,205515
10000676,Ragubarganj,Ragubarganj,0290,65,98574,205515
10000677,Pawla,Pawla,0290,65,98574,205515
10000678,Parsa,Parsa,0290,65,98574,205515
10000679,Rajapur,Rajapur,0290,65,98574,205515
10000680,Raipur,Raipur,0290,65,98574,205515
10000681,Sarigandhu,Sarigandhu,0290,65,98574,205515
10000682,Rajapur,Rajapur,0290,65,98574,205515
10000683,Rajuli,Rajuli,0290,65,98574,205515
10000684,Surtapur,Surtapur,0290,65,98574,205515
10000685,Sundeswar,Sundeswar,0290,65,98574,205515
10000686,Bakaspura,Bakaspura,0290,65,98574,205515
10000687,Prahladpur,Prahladpur,0290,65,98574,205515
10000688,Saendaspur,Saendaspur,0290,65,98574,205515
10000689,Chakphar,Chakphar,0290,65,98574,205515
10000690,Mahrupur,Mahrupur,0290,65,98574,205515
10000691,Balapur,Balapur,0290,65,98574,205515
10000692,Nathanpur,Nathanpur,0290,65,98574,205515
10000693,Salempur,Salempur,0290,65,98574,205515
10000694,Malikpura,Malikpura,0290,65,98574,205515
10000695,Badsahpur,Badsahpur,0290,65,98574,205515
10000696,Sherpurkala,Sherpurkala,0290,65,98574,205515
10000697,Sherpurkala f.w,Sherpurkala f.w,0290,65,98574,205515
10000698,Sherpurkala Aaurved,Sherpurkala Aaurved,0290,65,98574,205515
10000699,Sherpurkhurd,Sherpurkhurd,0290,65,98574,205515
10000700,Semera,Semera,0290,65,98574,205515
10000701,Chakdelar Himmat,Chakdelar Himmat,0290,65,98574,205515
10000702,Chakdelar Himmat,Chakdelar Himmat,0290,65,98574,205515
10000703,Bich Ka Purwa,Bich Ka Purwa,0171,40,48008,154980
10000704,Kais Ka Purwa,Kais Ka Purwa,0171,40,48008,154980
10000705,Ganchha,Ganchha,0171,40,48008,154980
10000706,Chhhraw,Chhhraw,0171,40,48008,154980
10000707,Barabiku,Barabiku,0130,29,38630,145742
10000708,Lalai,Lalai,0130,29,38630,145742
10000709,Dhamdhera,Dhamdhera,0130,29,38630,145742
10000710,Hajratpur,Hajratpur,0130,29,38630,145742
10000711,Bhatasa,Bhatasa,0130,29,38639,145751
10000712,Rajpalpur,Rajpalpur,0130,29,38639,145751
10000713,Mamapur,Mamapur,0130,29,38639,145751
10000714,Nagla,Nagla,0130,29,38639,145751
10000715,Kanjadh,Kanjadh,0130,29,38639,145751
10000716,Dudemay Salempur,Dudemay Salempur,0130,29,38876,
10000717,Dipa,Dipa,0130,29,38876,
10000718,Saithra,Saithra,0130,29,38876,
10000719,Nagla Nat,Nagla Nat,0130,29,38876,
10000720,NaglaGurudyal,NaglaGurudyal,0130,29,38876,
10000721,Nagla Bilona,Nagla Bilona,0130,29,38876,
10000722,BUDHANPUR,BUDHANPUR,0130,29,61587,0
10000723,Barabiku,Barabiku,0130,29,38630,145742
10000724,Lalai,Lalai,0130,29,38630,145742
10000725,Ijaur,Ijaur,0130,29,38644,145756
10000726,Nangla Pepal,Nangla Pepal,0130,29,38644,145756
10000727,Nagla Gadhi,Nagla Gadhi,0130,29,38644,145756
10000728,Nangla Sambhu,Nangla Sambhu,0130,29,38644,145756
10000729,Nagla Charan,Nagla Charan,0130,29,38644,145756
10000730,Choilata,Choilata,0130,29,38644,145756
10000731,Uliyapur,Uliyapur,0130,29,38644,145756
10000732,Jyona,Jyona,0130,29,38646,145758
10000733,Jyoni,Jyoni,0130,29,38646,145758
10000734,Mayhadidadpur,Mayhadidadpur,0130,29,38646,145758
10000735,NaglaTara,NaglaTara,0130,29,38646,145758
10000736,Mayrasid pur,Mayrasid pur,0130,29,38649,145761
10000737,NaglaBhudh,NaglaBhudh,0130,29,38649,145761
10000738,NaglaMukut,NaglaMukut,0130,29,38649,145761
10000739,Kutbudeenpur,Kutbudeenpur,0130,29,38649,145761
10000740,AmlaiyaMukeri,AmlaiyaMukeri,0130,29,38649,145761
10000741,Nagla Ten,Nagla Ten,0130,29,38649,145761
10000742,Turk Lalaiya,Turk Lalaiya,0130,29,38649,145761
10000743,Main Center,Main Center,0130,29,38704,
10000744,Chndni,Chndni,0130,29,38704,
10000745,Emadpur,Emadpur,0130,29,38704,
10000746,Veerpur,Veerpur,0130,29,38704,
10000747,Nagla Duli,Nagla Duli,0130,29,38704,
10000748,NaglaHeera,NaglaHeera,0130,29,38704,
10000749,NaglaLodhi,NaglaLodhi,0130,29,38704,
10000750,NaglaDhobiyan,NaglaDhobiyan,0130,29,38704,
10000751,NaglaJhabbu,NaglaJhabbu,0130,29,38704,
10000752,NaglaJatav,NaglaJatav,0130,29,38704,
10000753,Kachhpura,Kachhpura,0130,29,38704,
10000754,Nawabganj,Nawabganj,0130,29,38704,
10000755,Ganipur Naya,Ganipur Naya,0130,29,38704,
10000756,Ganipur Purana,Ganipur Purana,0130,29,38704,
10000757,Banjara Vasti,Banjara Vasti,0130,29,38704,
10000758,Ganipur Jogpur,Ganipur Jogpur,0130,29,38704,
10000759,Shivrai Math,Shivrai Math,0130,29,38632,145744
10000760,Jahanpur,Jahanpur,0130,29,38632,145744
10000761,Rasidavalav,Rasidavalav,0130,29,38632,145744
10000762,Aladadpur,Aladadpur,0130,29,38632,145744
10000763,Lakhanpur,Lakhanpur,0130,29,38632,145744
10000764,Nagla Pati,Nagla Pati,0130,29,38632,145744
10000765,Silsenda,Silsenda,0130,29,38667,145779
10000766,Chaduiya,Chaduiya,0130,29,38667,145779
10000767,Nagla Makoda,Nagla Makoda,0130,29,38667,145779
10000768,Amrapur,Amrapur,0130,29,38667,145779
10000769,Jirau,Jirau,0130,29,38667,145779
10000770,Nagla Bhaoj,Nagla Bhaoj,0130,29,38667,145779
10000771,Ramapur,Ramapur,0130,29,38667,145779
10000772,NaglaPanchhi,NaglaPanchhi,0130,29,38667,145779
10000773,Kudhrapar,Kudhrapar,0130,29,38667,145779
10000774,Kaimganj Main Center,Kaimganj Main Center,0130,29,38667,145779
10000775,Mo. Sadhbara,Mo. Sadhbara,0130,29,38667,145779
10000776,Mo. Nai Bahi,Mo. Nai Bahi,0130,29,38667,145779
10000777,Mo. Nagariya Ramlal,Mo. Nagariya Ramlal,0130,29,38667,145779
10000778,Mo. Rakhid Khan,Mo. Rakhid Khan,0130,29,38667,145779
10000779,Mo. Chhapty,Mo. Chhapty,0130,29,38667,145779
10000780,Mo. Chilanka,Mo. Chilanka,0130,29,38667,145779
10000781,Mo. Aim Khan,Mo. Aim Khan,0130,29,38667,145779
10000782,Mo. Chiloly,Mo. Chiloly,0130,29,38667,145779
10000783,Mo. Ahaee Lakman,Mo. Ahaee Lakman,0130,29,38667,145779
10000784,Mo. Pathak,Mo. Pathak,0130,29,38667,145779
10000785,Mo. Lohai,Mo. Lohai,0130,29,38667,145779
10000786,Mo. Pakhnagla,Mo. Pakhnagla,0130,29,38667,145779
10000787,Mo. Ganga Darwaza,Mo. Ganga Darwaza,0130,29,38667,145779
10000788,Mo. Bagiya Saheblal,Mo. Bagiya Saheblal,0130,29,38667,145779
10000789,Mo. Bagiya Maikulal,Mo. Bagiya Maikulal,0130,29,38667,145779
10000790,Bhojpur,Bhojpur,0132,29,39415,146525
10000791,Gariyan Nagla,Gariyan Nagla,0132,29,39415,146525
10000792,Dhapalpur,Dhapalpur,0132,29,39415,146525
10000793,Mehendiya,Mehendiya,0132,29,39415,146525
10000794,Bhuttiya,Bhuttiya,0132,29,39415,146525
10000795,Nagla Khem Raingai,Nagla Khem Raingai,0132,29,39415,146525
10000796,Nagla Kachhi,Nagla Kachhi,0132,29,39415,146525
10000797,Nagla Umrao,Nagla Umrao,0132,29,39415,146525
10000798,Nagla Fateh,Nagla Fateh,0132,29,39415,146525
10000799,Lain Gaon,Lain Gaon,0132,29,39415,146525
10000800,Rasulpur,Rasulpur,0132,29,39415,146525
10000801,Bhoolanpur,Bhoolanpur,0132,29,39415,146525
10000802,Chirpura,Chirpura,0132,29,39415,146525
10000803,Dwarikapuri,Dwarikapuri,0132,29,39415,146525
10000804,Kailashpuri,Kailashpuri,0132,29,39415,146525
10000805,Bhadusa,Bhadusa,0132,29,39374,146484
10000806,Nyamat Nagar,Nyamat Nagar,0132,29,39374,146484
10000807,Salmapur,Salmapur,0132,29,39374,146484
10000808,Bhaunagla,Bhaunagla,0132,29,39374,146484
10000809,Kaimganj Main Center,Kaimganj Main Center,0130,29,38667,145779
10000810,Ramwapur,Ramwapur,0241,56,75169,
10000811,Munderi,Munderi,0241,56,75169,
10000812,Ratnapar,Ratnapar,0241,56,75169,
10000813,Dumaria,Dumaria,0241,56,75169,
10000814,Kusurukala,Kusurukala,0241,56,75169,
10000815,Mishrwalia,Mishrwalia,0241,56,75169,
10000816,Parag,Parag,0241,56,75169,
10000817,Mainadar,Mainadar,0241,56,75169,
10000818,Malauli,Malauli,0241,56,75169,
10000819,Bhitwa,Bhitwa,0241,56,75169,
10000820,Kaptanganj Ratas,Kaptanganj Ratas,0238,55,73298,
10000821,Pathkhauli babu,Pathkhauli babu,0238,55,73298,
10000822,Dubauli mishra Harivanshpur,Dubauli mishra Harivanshpur,0238,55,73298,
10000823,Naktidei,Naktidei,0238,55,73298,
10000824,Kakrahwa Jasaipur,Kakrahwa Jasaipur,0238,55,73298,
10000825,Kakuarawat,Kakuarawat,0238,55,73298,
10000826,Badhaya Manjheriya,Badhaya Manjheriya,0238,55,73298,
10000827,Baihar,Baihar,0238,55,73277,
10000828,Achkawapur,Achkawapur,0238,55,73277,
10000829,Rakhiya,Rakhiya,0238,55,73277,
10000830,Lonpurwa,Lonpurwa,0238,55,73277,
10000831,Manikarpur,Manikarpur,0238,55,73277,
10000832,Rajajoot,Rajajoot,0238,55,73277,
10000833,Khaupokhar,Khaupokhar,0238,55,73277,
10000834,Pikaurasani,Pikaurasani,0238,55,73277,
10000835,Maharajganj,Maharajganj,0238,55,72752,179684
10000836,Teliyadeah,Teliyadeah,0238,55,72752,179684
10000837,Gangapur,Gangapur,0238,55,72752,179684
10000838,Mahadevari,Mahadevari,0238,55,72752,179684
10000839,Trilokpur,Trilokpur,0238,55,72752,179684
10000840,Soma,Soma,0238,55,72752,179684
10000841,Farenda sengar,Farenda sengar,0238,55,72752,179684
10000842,Bhairopur,Bhairopur,0238,55,72752,179684
10000843,Mahaualakhanpur,Mahaualakhanpur,0238,55,72987,
10000844,Khemrajpur,Khemrajpur,0238,55,72987,
10000845,Khemrajpur,Khemrajpur,0238,55,72987,
10000846,Baghoda,Baghoda,0238,55,72987,
10000847,Baghoda,Baghoda,0238,55,72987,
10000848,Baisoliya raipara,Baisoliya raipara,0238,55,72987,
10000849,Baisoliya raipara,Baisoliya raipara,0238,55,72987,
10000850,Koilara,Koilara,0238,55,72987,
10000851,Banjariya,Banjariya,0238,55,72987,
10000852,Kajrikund,Kajrikund,0238,55,72987,
10000853,Bihara bhaluhiya,Bihara bhaluhiya,0238,55,73213,
10000854,Bihara bhaluhiya,Bihara bhaluhiya,0238,55,73213,
10000855,Balaieveer rehawa,Balaieveer rehawa,0238,55,73213,
10000856,Pinesar,Pinesar,0238,55,73213,
10000857,Madhi pedari,Madhi pedari,0238,55,73213,
10000858,Shivpur penda,Shivpur penda,0238,55,73213,
10000859,Marwatiya tiwari,Marwatiya tiwari,0238,55,73213,
10000860,Langdi,Langdi,0238,55,73213,
10000861,Thua banahara,Thua banahara,0238,55,73213,
10000862,Thua banahara,Thua banahara,0238,55,73213,
10000863,Ojhaganj,Ojhaganj,0238,55,73269,
